Broker,Stock Symbol,Quantity,Amount,Average Rate
22,NRN,-205.0,-145682.0,710.6439024390244
22,NTC,-20.0,-23360.0,1168.0
22,NUBL,30.0,45750.0,1525.0
22,OHL,-50.0,-27000.0,540.0
22,PBD85,-100.0,-95625.0,956.25
22,PCBL,-787.0,-368591.4,468.3499364675985
22,PFL,25.0,15900.0,636.0
22,PIC,-210.0,-222219.0,1058.1857142857143
22,PICL,80.0,56000.0,700.0
22,PLI,-220.0,-132680.0,603.0909090909091
22,PMHPL,-10.0,-3240.0,324.0
22,PPCL,-40.0,-20431.0,510.775
22,PRIN,10.0,8030.0,803.0
22,PROFL,205.0,86675.0,422.8048780487805
22,PRVU,35.0,12634.800000000047,360.99428571428706
22,RADHI,160.0,106670.0,666.6875
22,RHPL,-512.0,-195350.0,381.54296875
22,RLFL,2458.0,1409966.0,573.6232709519935
22,RLI,49.0,25934.0,529.265306122449
22,RMDC,53.0,75560.0,1425.6603773584907
22,RMF1,-100.0,-972.0,9.72
22,RSDC,2071.0,1764637.0,852.0700144857557
22,SABSL,12.0,24600.0,2050.0
22,SADBL,115.0,46628.0,405.46086956521737
22,SAEF,-10000.0,-131000.0,13.1
22,SAHAS,210.0,145615.0,693.4047619047619
22,SANIMA,1621.0,622050.2,383.7447254780999
22,SAPDBL,150.0,60800.0,405.3333333333333
22,SBI,-310.0,-108865.0,351.1774193548387
22,SCB,-770.0,-398683.80000000005,517.7711688311689
22,SDLBSL,10.0,13250.0,1325.0
22,SEF,-10000.0,-106000.0,10.6
22,SFCL,-30.0,-15500.0,516.6666666666666
22,SFMF,-10000.0,-112000.0,11.2
22,SGI,10.0,6100.0,610.0
22,SHEL,50.0,20945.0,418.9
22,SHINE,-350.0,-176500.0,504.2857142857143
22,SHIVM,985.0,1317545.0,1337.6091370558377
22,SHL,1900.0,429200.0,225.89473684210526
22,SHPC,397.0,166588.0,419.6171284634761
22,SIC,-212.0,-276924.0,1306.245283018868
22,SICL,-145.0,-252622.0,1742.2206896551725
22,SIFC,480.0,249380.0,519.5416666666666
22,SIGS2,-15800.0,-170426.2,10.786468354430381
22,SINDU,-430.0,-193048.0,448.9488372093023
22,SJCL,-590.0,-223440.0,378.7118644067797
22,SKBBL,230.0,392626.0,1707.0695652173913
22,SLBSL,200.0,280000.0,1400.0
22,SLI,310.0,162821.0,525.2290322580645
22,SLICL,-21.0,-17010.0,810.0
22,SMATA,-15.0,-21891.0,1459.4
22,SMB,62.0,146700.0,2366.1290322580644
22,SPDL,95.0,44243.0,465.7157894736842
22,SRBL,-215.0,-62037.0,288.54418604651164
22,SSHL,610.0,221050.59999999998,362.3780327868852
22,TPC,-20.0,-9666.0,483.3
22,TRH,1567.0,562036.0,358.6700701978302
22,UIC,0.0,-2000.0,-inf
22,ULI,-210.0,-134970.0,642.7142857142857
22,UMHL,1630.0,774282.2,475.01975460122696
22,UMRH,850.0,492985.0,579.9823529411765
22,UNHPL,-5295.0,-2003996.4,378.4695750708215
22,UPCL,442.0,181107.0,409.7443438914027
22,UPPER,-1497.0,-875550.0,584.869739478958
22,USLB,40.0,90800.0,2270.0
25,ACLBSL,163.0,235771.0,1446.4478527607362
25,ADBL,500.0,253680.0,507.36
25,AHPC,5056.0,2515260.5,497.4803204113924
25,AIL,-10.0,-7250.0,725.0
25,AKJCL,654.0,214603.59999999998,328.14006116207946
25,AKPL,-1905.0,-1172856.6,615.6727559055118
25,ALBSL,-30.0,-43372.0,1445.7333333333333
25,API,-12526.0,-6373588.0,508.82867635318536
25,BARUN,305.0,144618.6,474.1593442622951
25,BFC,-133.0,-71894.5,540.5601503759399
25,BNT,-20.0,-260140.0,13007.0
25,BOKL,850.0,280000.0,329.4117647058824
25,BPCL,-16.0,-7817.0,488.5625
25,CBBL,-1834.0,-3164436.0,1725.4285714285713
25,CBL,-342.0,-83373.0,243.78070175438597
25,CCBL,291.0,66771.0,229.4536082474227
25,CFCL,-400.0,-239532.0,598.83
25,CGH,-100.0,-155050.0,1550.5
25,CHCL,-285.0,-169450.0,594.561403508772
25,CHL,4641.0,2274141.7,490.01113984055166
25,CIT,-26.0,-86690.0,3334.230769230769
25,CLBSL,10.0,11700.0,1170.0
25,CORBL,-220.0,-179440.0,815.6363636363636
25,CZBIL,1211.0,351461.6,290.22427745664737
25,DDBL,-30.0,-38448.0,1281.6
25,EBL,-260.0,-160982.40000000002,619.163076923077
25,FMDBL,1000.0,907750.0,907.75
25,FOWAD,50.0,139500.0,2790.0
25,GBBL,-5044.0,-3104494.0,615.4825535289452
25,GBIME,-1055.0,-388661.0,368.3990521327014
25,GBLBS,10.0,10450.0,1045.0
25,GFCL,-20.0,-16670.5,833.525
25,GHL,200.0,72600.0,363.0
25,GIC,-40.0,-24550.0,613.75
25,GILB,-20.0,-44000.0,2200.0
25,GIMES1,1800.0,37720.0,20.955555555555556
25,GLH,40.0,19240.0,481.0
25,GLICL,-50.0,-29250.0,585.0
25,GMFIL,130.0,70760.0,544.3076923076923
25,GRDBL,100.0,40900.0,409.0
25,GUFL,110.0,92950.0,845.0
25,HDHPC,605.0,204300.0,337.68595041322317
25,HDL,165.0,1124674.0,6816.20606060606
25,HIDCL,8452.0,2589590.2,306.3878608613346
25,HPPL,85.0,41600.0,489.4117647058824
25,HURJA,-20.0,-2890.0,144.5
25,ICFC,768.0,683734.0,890.2786458333334
25,IGI,-85.0,-85595.0,1007.0
25,ILBS,-24.0,-41390.0,1724.5833333333333
25,JBBL,-4274.0,-2468127.5,577.4748479176416
25,JBLB,-50.0,-226621.0,4532.42
25,JFL,1876.0,1382178.0,736.7686567164179
25,JLI,370.0,218257.0,589.8837837837838
25,JSLBB,-38.0,-119884.0,3154.842105263158
25,KBL,-700.0,-180700.0,258.14285714285717
25,KKHC,-353.0,-123974.0,351.20113314447593
25,KMCDB,810.0,1095397.0,1352.341975308642
25,KPCL,-30.0,-18704.0,623.4666666666667
25,KSBBL,-1965.0,-1215285.5,618.4659033078881
25,LBBL,-6429.0,-4194669.0,652.4605692953803
25,LBL,-839.0,-263543.0,314.1156138259833
25,LEMF,-13100.0,-132196.0,10.091297709923664
25,LGIL,-299.0,-219579.0,734.3779264214047
25,LICN,-147.0,-191455.0,1302.4149659863945
25,LLBS,10.0,19310.0,1931.0
25,MBL,-78.0,-25038.0,321.0
25,MEGA,305.0,102387.5,335.6967213114754
25,MEN,1010.0,1171700.0,1160.09900990099
25,MERO,10.0,14190.0,1419.0
25,MFIL,720.0,756000.0,1050.0
25,MKJC,65.0,31283.0,481.2769230769231
25,MKLB,20.0,36420.0,1821.0
25,MLBBL,50.0,100200.0,2004.0
25,MLBL,3320.0,2409418.6999999997,725.7285240963855
25,MLBSL,-10.0,-51000.0,5100.0
25,MNBBL,687.0,481562.5,700.9643377001455
25,MSLB,-82.0,-158916.0,1938.0
25,NABIL,1289.0,1998638.0,1550.533747090768
25,NBB,2000.0,652876.0,326.438
25,NBL,6401.0,2891790.0,451.7715981877832
25,NCCB,460.0,133568.0,290.3652173913043
25,NEF,2100.0,22575.0,10.75
25,NGPL,54.0,37458.0,693.6666666666666
25,NHDL,-100.0,-54790.0,547.9
25,NHPC,1180.0,499347.0,423.17542372881354
25,NICA,10.0,8000.0,800.0
25,NICL,996.0,822547.5,825.8509036144578
25,NICLBSL,-22.0,-26620.0,1210.0
25,NIFRA,-415.0,-148781.5,358.50963855421685
25,NIL,659.0,833195.0,1264.3323216995448
25,NLBBL,-100.0,-139710.0,1397.1
25,NLG,2022.0,1887953.0,933.7057368941641
25,NLIC,560.0,898553.0,1604.5589285714286
25,NLICL,-70.0,-69621.0,994.5857142857143
25,NMB,516.0,200920.0,389.37984496124034
25,NMB50,300.0,3528.0,11.76
25,NMFBS,-35.0,-121940.0,3484.0
25,NRIC,79.0,108161.0,1369.126582278481
25,NRN,-1010.0,-718207.5,711.0965346534654
25,NTC,220.0,257455.0,1170.25
25,NUBL,-100.0,-153607.0,1536.07
25,OHL,300.0,152929.0,509.7633333333333
25,PCBL,1305.0,613387.7,470.02888888888884
25,PFL,-171.0,-110728.79999999999,647.5368421052631
25,PIC,-344.0,-358998.0,1043.5988372093022
25,PICL,-78.0,-54850.0,703.2051282051282
25,PLI,50.0,30033.0,600.66
25,PLIC,0.0,15.0,inf
25,PMHPL,-500.0,-160000.0,320.0
25,PPCL,89.0,45229.2,508.1932584269663
25,PRVU,215.0,78175.0,363.6046511627907
25,RADHI,36.0,24120.0,670.0
25,RBCL,10.0,184240.0,18424.0
25,RHPL,-85.0,-32022.0,376.7294117647059
25,RLFL,2215.0,1241980.0,560.7133182844244
25,RLI,-470.0,-243100.0,517.2340425531914
25,RMDC,190.0,280282.0,1475.1684210526316
25,RSDC,-182.0,-155594.0,854.9120879120879
25,RURU,-120.0,-125100.0,1042.5
25,SABSL,210.0,428180.0,2038.952380952381
25,SADBL,-20.0,-11625.0,581.25
25,SAHAS,-1360.0,-965708.0,710.0794117647059
25,SANIMA,-1540.0,-592520.0,384.75324675324674
25,SAPDBL,72.0,29470.4,409.31111111111113
25,SBL,100.0,49600.0,496.0
25,SCB,55.0,29605.0,538.2727272727273
25,SDLBSL,32.0,42250.0,1320.3125
25,SHEL,-20.0,-8620.0,431.0
25,SHINE,6573.0,3415137.5,519.5705918150007
25,SHIVM,406.0,550370.5,1355.5923645320197
25,SHL,-900.0,-207160.0,230.17777777777778
25,SHPC,560.0,234308.0,418.40714285714284
25,SICL,-337.0,-588425.0,1746.0682492581602
25,SIFC,-47.0,-24141.5,513.6489361702128
25,SIL,122.0,116330.0,953.5245901639345
25,SINDU,-100.0,-45500.0,455.0
25,SJCL,-60.0,-22530.0,375.5
25,SKBBL,127.0,218106.0,1717.3700787401574
25,SLI,20.0,10447.0,522.35
25,SLICL,-111.0,-89701.0,808.1171171171171
25,SMATA,75.0,111690.0,1489.2
25,SMB,0.0,-330.0,-inf
25,SMFBS,-10.0,-26800.0,2680.0
25,SPDL,-8276.0,-3993002.0,482.4797003383277
25,SRBL,-345.0,-100094.5,290.1289855072464
25,SSHL,700.0,263493.0,376.41857142857145
25,STC,10.0,67050.0,6705.0
25,TRH,-64.0,-22976.0,359.0
25,ULI,60.0,40871.0,681.1833333333333
25,UMHL,40.0,14774.0,369.35
25,UMRH,300.0,173550.0,578.5
25,UNHPL,-1170.0,-449888.0,384.5196581196581
25,UPCL,-4352.0,-1794127.0,412.25344669117646
25,UPPER,-135.0,-78903.0,584.4666666666667
25,USLB,7.0,14952.699999999997,2136.0999999999995
25,VLBS,-19.0,-31540.0,1660.0
26,ACLBSL,-570.0,-821360.0,1440.982456140351
26,ADBL,616.0,312404.0,507.14935064935065
26,AHPC,-2665.0,-1313980.0,493.05065666041276
26,AIL,60.0,42969.0,716.15
26,AKJCL,-4310.0,-1424215.0,330.4443155452436
26,AKPL,-532.0,-331233.0,622.6184210526316
26,ALBSL,-184.0,-265740.0,1444.2391304347825
26,ALICL,-50.0,-64050.0,1281.0
26,API,12802.0,6524925.499999999,509.68016716138095
26,BARUN,-60.0,-29230.0,487.1666666666667
26,BBC,-10.0,-52780.0,5278.0
26,BFC,100.0,55250.0,552.5
26,BNT,-29.0,-377217.5,13007.5
26,BOKL,35.0,11515.0,329.0
26,BPCL,500.0,253000.0,506.0
26,CBBL,600.0,1035250.0,1725.4166666666667
26,CBL,-137.0,-33565.0,245.0
26,CCBL,-190.0,-45171.0,237.7421052631579
26,CFCL,4100.0,2389210.0,582.7341463414634
26,CGH,409.0,632773.5,1547.1234718826406
26,CHCL,-322.0,-189848.0,589.5900621118012
26,CHDC,-2500.0,-2172559.0,869.0236
26,CHL,1870.0,925000.0,494.6524064171123
26,CIT,38.0,125610.0,3305.5263157894738
26,CMF1,39796.0,384827.32,9.67
26,CZBIL,-40.0,-11997.0,299.925
26,DDBL,-400.0,-512100.0,1280.25
26,DHPL,-700.0,-232100.0,331.57142857142856
26,EBL,93.0,57173.2,614.7655913978494
26,EDBL,120.0,76180.0,634.8333333333334
26,FMDBL,-280.0,-254300.0,908.2142857142857
26,FOWAD,20.0,54914.0,2745.7
26,GBBL,-2977.0,-1836863.7,617.0183742022169
26,GBIME,-611.0,-226594.1,370.8577741407529
26,GBIMEP,-13650.0,-2211300.0,162.0
26,GBLBS,172.0,177170.0,1030.0581395348838
26,GFCL,235.0,210133.5,894.1851063829787
26,GIC,80.0,49500.0,618.75
26,GILB,-61.0,-134360.0,2202.622950819672
26,GLBSL,-150.0,-205627.0,1370.8466666666666
26,GLH,80.0,38180.0,477.25
26,GLICL,-18.0,-10564.0,586.8888888888889
26,GMFIL,655.0,356806.0,544.7419847328244
26,GRDBL,-150.0,-61200.0,408.0
26,GUFL,940.0,804091.0,855.4159574468085
26,HDHPC,2954.0,986665.3999999999,334.00995260663507
26,HDL,-142.0,-983794.0,6928.12676056338
26,HGI,560.0,396590.0,708.1964285714286
26,HIDCL,1997.0,696420.2999999998,348.73324987481215
26,HPPL,2510.0,1251125.0,498.4561752988048
26,HURJA,-20.0,-9600.0,480.0
26,ICFC,5800.0,5144261.5,886.9416379310345
26,IGI,-100.0,-100700.0,1007.0
26,ILBS,-40.0,-68400.0,1710.0
26,JBBL,-1974.0,-1145995.0,580.5445795339413
26,JBLB,120.0,541136.0,4509.466666666666
26,JFL,-1836.0,-1358565.5,739.959422657952
26,JLI,-40.0,-23640.0,591.0
26,JOSHI,-30.0,-10495.0,349.8333333333333
26,JSLBB,30.0,93900.0,3130.0
26,KBL,-750.0,-193150.0,257.53333333333336
26,KKHC,-165.0,-58393.5,353.9
26,KMCDB,-115.0,-155786.0,1354.6608695652174
26,KPCL,-90.0,-55960.0,621.7777777777778
26,KRBL,-490.0,-229340.0,468.0408163265306
26,KSBBL,450.0,278725.0,619.3888888888889
26,LBBL,-9342.0,-6134651.7,656.6743416827233
26,LBL,220.0,69750.0,317.04545454545456
26,LEC,223.0,79713.0,357.45739910313904
26,LEMF,8160.0,81894.4,10.036078431372548
26,LGIL,-675.0,-496518.0,735.5822222222222
26,LICN,-70.0,-149960.0,2142.285714285714
26,LLBS,-59.0,-115625.0,1959.7457627118645
26,MBL,60.0,19206.0,320.1
26,MEGA,290.0,97946.0,337.7448275862069
26,MEGAPO,-30956.0,-3838544.0,124.0
26,MEN,500.0,580500.0,1161.0
26,MERO,80.0,112316.0,1403.95
26,MFIL,320.0,337150.0,1053.59375
26,MHNL,-100.0,-47660.0,476.6
26,MKJC,-580.0,-251105.0,432.9396551724138
26,MKLB,-25.0,-47006.0,1880.24
26,MLBL,-11106.0,-8194453.5,737.8402215018908
26,MMFDB,107.0,171840.0,1605.981308411215
26,MNBBL,-1398.0,-1013264.0,724.7954220314735
26,MPFL,8027.0,4220485.0,525.7860969228852
26,MSLB,27.0,51570.0,1910.0
26,NABIL,-890.0,-1374628.9000000004,1544.5268539325848
26,NBB,-21.0,-4999.900000000023,238.0904761904773
26,NBF2,-100.0,-1090.0,10.9
26,NBL,1682.0,756821.0,449.9530321046373
26,NCCB,450.0,131080.0,291.2888888888889
26,NEF,-3573.0,-38636.64,10.813501259445843
26,NGPL,1103.0,854693.0,774.8803263825929
26,NHDL,170.0,92950.0,546.7647058823529
26,NHPC,-4015.0,-1694978.0,422.16139476961393
26,NIBLPF,7485.0,77181.0,10.311422845691382
26,NIBSF1,-27600.0,-331663.0,12.01677536231884
26,NICA,-1800.0,-1478425.5,821.3475
26,NICL,218.0,178327.0,818.0137614678899
26,NICLBSL,-174.0,-207884.0,1194.7356321839081
26,NIFRA,1893.0,679811.7,359.1187004754358
26,NIL,486.0,615802.0,1267.0823045267489
26,NLIC,465.0,750236.0,1613.4107526881721
26,NLICL,20.0,20000.0,1000.0
26,NMB,333.0,130927.0,393.1741741741742
26,NMBMF,-190.0,-267500.0,1407.8947368421052
26,NMFBS,41.0,140868.19999999995,3435.80975609756
26,NRIC,290.0,405143.0,1397.0448275862068
26,NRN,-1526.0,-1084052.9,710.3885321100917
26,NSLB,-38.0,-51940.0,1366.842105263158
26,NTC,150.0,174950.0,1166.3333333333333
26,NUBL,610.0,932140.0,1528.0983606557377
26,OHL,20.0,9880.0,494.0
26,PCBL,880.0,412646.30000000005,468.91625000000005
26,PFL,140.0,88070.0,629.0714285714286
26,PIC,5.0,4815.0,963.0
26,PICL,-1232.0,-868946.0,705.3133116883117
26,PLI,13.0,7939.0,610.6923076923077
26,PLIC,29.0,25810.0,890.0
26,PPCL,-10.0,-5100.0,510.0
26,PRIN,-50.0,-40070.0,801.4
26,PROFL,57.0,24111.0,423.0
26,PRVU,550.0,199550.0,362.8181818181818
26,RADHI,1069.0,709364.0,663.577174929841
26,RBCLPO,30.0,403650.0,13455.0
26,RHPL,109.0,40661.0,373.0366972477064
26,RLFL,5050.0,2899534.6,574.1652673267326
26,RLI,365.0,189049.5,517.9438356164384
26,RMDC,195.0,282260.0,1447.4871794871794
26,RMF1,1000.0,9350.0,9.35
26,RSDC,721.0,633171.5,878.1851595006934
26,SADBL,-5250.0,-2123601.0,404.4954285714286
26,SAHAS,1820.0,1274634.0,700.3483516483517
26,SANIMA,1050.0,404385.0,385.12857142857143
26,SAPDBL,-23.0,-9772.0,424.8695652173913
26,SBI,200.0,70300.0,351.5
26,SCB,-62.0,-32260.0,520.3225806451613
26,SDLBSL,-10.0,-13200.0,1320.0
26,SFCL,390.0,201140.0,515.7435897435897
26,SGI,190.0,115260.0,606.6315789473684
26,SHEL,-30.0,-12680.0,422.6666666666667
26,SHINE,585.0,293343.5,501.44188034188033
26,SHIVM,200.0,266050.0,1330.25
26,SHL,610.0,140171.0,229.78852459016395
26,SHPC,-1458.0,-608157.5,417.1176268861454
26,SIC,-20.0,-26060.0,1303.0
26,SICL,-53.0,-90379.0,1705.2641509433963
26,SIFC,341.0,177822.8,521.474486803519
26,SIL,46.0,43502.5,945.7065217391304
26,SINDU,40.0,18280.0,457.0
26,SJCL,220.0,83519.0,379.6318181818182
26,SKBBL,500.0,851000.0,1702.0
26,SLBBL,-40.0,-46405.0,1160.125
26,SLBSL,20.0,28560.0,1428.0
26,SLCF,10000.0,96900.0,9.69
26,SLI,420.0,219348.0,522.2571428571429
26,SLICL,495.0,399830.0,807.7373737373738
26,SMB,-12.0,-29184.0,2432.0
26,SPDL,-406.0,-193802.2,477.3453201970444
26,SRBL,10.0,2882.0,288.2
26,SSHL,-560.0,-211110.0,376.98214285714283
26,STC,-37.0,-250059.0,6758.351351351352
26,SWBBL,-319.0,-490814.0,1538.601880877743
26,TPC,-30.0,-14499.0,483.3
26,TRH,-50.0,-18050.0,361.0
26,UIC,400.0,281140.0,702.85
26,ULI,-140.0,-88636.0,633.1142857142858
26,UMHL,-289.0,-114314.5,395.55190311418687
26,UMRH,535.0,309404.0,578.3252336448598
26,UNHPL,858.0,332114.0,387.0792540792541
26,UPCL,1645.0,670615.0,407.66869300911856
26,UPPER,270.0,157400.0,582.9629629629629
28,ADBL,-11.0,-5571.5,506.5
28,AHPC,-3728.0,-1845842.0,495.1292918454936
28,AIL,-40.0,-28839.0,720.975
28,AKJCL,-980.0,-321623.3,328.18704081632654
28,AKPL,-160.0,-100430.0,627.6875
28,ALBSL,500.0,722500.8,1445.0016
28,ALICL,-300.0,-386300.0,1287.6666666666667
28,API,648.0,343885.80000000005,530.6879629629631
28,BARUN,559.0,258800.59999999998,462.97066189624326
28,BBC,-70.0,-370370.0,5291.0
28,BFC,6763.0,3704843.2,547.8106165902706
28,BNT,-20.0,-260150.0,13007.5
28,BOKL,2010.0,657575.0,327.1517412935323
28,BPCL,23.0,11638.5,506.0217391304348
28,CBBL,-95.0,-163724.0,1723.4105263157894
28,CBL,-160.0,-40108.29999999999,250.67687499999994
28,CCBL,500.0,115000.0,230.0
28,CFCL,-2649.0,-1544392.0,583.0094375235938
28,CGH,-20.0,-30920.0,1546.0
28,CHCL,80.0,47430.0,592.875
28,CHDC,-330.0,-286320.0,867.6363636363636
28,CHL,350.0,175771.0,502.20285714285717
28,CIT,-183.0,-609256.0,3329.2677595628415
28,CMF1,100.0,968.0,9.68
28,CORBL,-50.0,-41000.0,820.0
28,CZBIL,-180.0,-52520.0,291.77777777777777
28,DDBL,-176.0,-224655.2,1276.45
28,DHPL,870.0,288610.0,331.735632183908
28,EBL,500.0,313500.0,627.0
28,EDBL,-10.0,-6340.0,634.0
28,FMDBL,-395.0,-365060.0,924.2025316455696
28,FOWAD,316.0,878689.0,2780.6613924050635
28,GBBL,223.0,137807.0,617.9686098654709
28,GBIME,460.0,170220.0,370.04347826086956
28,GFCL,2503.0,2067553.7000000002,826.030243707551
28,GIC,-120.0,-73822.0,615.1833333333333
28,GLBSL,80.0,111280.0,1391.0
28,GLH,230.0,111548.0,484.9913043478261
28,GLICL,-1322.0,-774254.0,585.6686838124054
28,GMFBS,-10.0,-15740.0,1574.0
28,GMFIL,-2050.0,-1116600.0,544.6829268292682
28,GRDBL,-50.0,-21035.0,420.7
28,GUFL,1323.0,1123095.0,848.9002267573696
28,HDHPC,1830.0,619825.0,338.7021857923497
28,HGI,-100.0,-70900.0,709.0
28,HIDCL,-22035.0,-7459117.499999998,338.51225323349206
28,HPPL,-450.0,-224460.0,498.8
28,ICFC,-5248.0,-4693873.199999999,894.4118140243901
28,IGI,-17.0,-17187.0,1011.0
28,ILBS,3676.0,6335106.2,1723.3694776931447
28,JBBL,636.0,368457.0,579.3349056603773
28,JBLB,60.0,272521.0,4542.016666666666
28,JFL,62900.0,45993124.5,731.2102464228935
28,JLI,2420.0,1436255.0,593.4938016528926
28,JOSHI,-512.0,-179884.0,351.3359375
28,JSLBB,-2.0,-6020.0,3010.0
28,KBL,1066.0,274823.6,257.80825515947464
28,KEF,-300.0,-2859.0,9.53
28,KKHC,250.0,87150.0,348.6
28,KRBL,-433.0,-198381.0,458.1547344110854
28,KSBBL,-530.0,-329385.0,621.4811320754717
28,LBBL,-2241.0,-1406787.9000000004,627.7500669344045
28,LBL,100.0,30800.0,308.0
28,LEC,300.0,109325.0,364.4166666666667
28,LEMF,-1500.0,-15435.0,10.29
28,LGIL,-94.0,-68808.0,732.0
28,LICN,60.0,118482.0,1974.7
28,LLBS,95.0,184739.0,1944.621052631579
28,MDB,-400.0,-261790.0,654.475
28,MEGA,-756.0,-255092.2,337.423544973545
28,MEN,-20.0,-23460.0,1173.0
28,MERO,-296.0,-417410.0,1410.168918918919
28,MFIL,-415.0,-436795.0,1052.5180722891566
28,MKJC,-150.0,-70781.0,471.87333333333333
28,MKLB,-230.0,-427650.0,1859.3478260869565
28,MLBL,-1749.0,-1354365.4000000004,774.3655803316183
28,MLBSL,40.0,201500.0,5037.5
28,MNBBL,-1770.0,-1273630.0,719.5649717514125
28,MSLB,-59.0,-114283.0,1937.0
28,NABIL,2298.0,3561552.0,1549.8485639686685
28,NBB,-665.0,-219773.2,330.48601503759403
28,NBL,1434.0,643436.0,448.70013947001394
28,NCCB,2005.0,584486.9,291.51466334164587
28,NEF,2597.0,28073.57,10.81
28,NFS,200.0,118000.0,590.0
28,NGPL,-680.0,-582395.0,856.4632352941177
28,NHDL,20.0,10940.0,547.0
28,NHPC,7940.0,3376428.9,425.2429345088161
28,NICA,411.0,339088.0,825.0316301703162
28,NICL,206.0,170052.0,825.495145631068
28,NICLBSL,-10.0,-11850.0,1185.0
28,NICSF,-300.0,-2874.0,9.58
28,NIFRA,-1572.0,-564003.7,358.7809796437659
28,NIL,300.0,380100.0,1267.0
28,NLBBL,-422.0,-590381.4,1399.008056872038
28,NLG,-150.0,-139914.0,932.76
28,NLIC,1007.0,1620255.0,1608.992055610725
28,NMB,-13171.0,-5204710.8,395.16443702072735
28,NMBHF1,423.0,4885.65,11.549999999999999
28,NMBMF,142.0,196632.0,1384.7323943661972
28,NMFBS,-20.0,-66825.0,3341.25
28,NRIC,-420.0,-582880.0,1387.8095238095239
28,NRN,-200.0,-144100.0,720.5
28,OHL,-500.0,-254694.0,509.388
28,PCBL,0.0,90.0,inf
28,PFL,60.0,36295.0,604.9166666666666
28,PIC,580.0,595500.0,1026.7241379310344
28,PICL,200.0,139481.0,697.405
28,PLI,844.0,509432.0,603.5924170616114
28,PLIC,-50.0,-44500.0,890.0
28,PMHPL,-180.0,-57975.0,322.0833333333333
28,PPCL,3920.0,1998909.1,509.9257908163266
28,PRIN,250.0,201750.0,807.0
28,PROFL,1218.0,519502.4,426.5208538587849
28,PRVU,-355.0,-129825.0,365.7042253521127
28,PSF,-300.0,-2853.0,9.51
28,RADHI,-1700.0,-1136030.0,668.2529411764706
28,RHPL,-350.0,-133506.0,381.4457142857143
28,RLFL,1230.0,694260.0,564.439024390244
28,RLI,700.0,365250.0,521.7857142857143
28,RMDC,-680.0,-1013452.0,1490.370588235294
28,RSDC,-73.0,-62196.0,852.0
28,RURU,-10.0,-10250.0,1025.0
28,SABSL,90.0,179880.0,1998.6666666666667
28,SADBL,-5843.0,-2387243.0,408.5646072223173
28,SAHAS,3842.0,2750062.0,715.7891723060906
28,SANIMA,-2710.0,-1045417.0,385.76273062730627
28,SAPDBL,650.0,263200.0,404.9230769230769
28,SBL,-544.0,-269588.4,495.56691176470594
28,SCB,-100.0,-52100.0,521.0
28,SFCL,-20.0,-9980.0,499.0
28,SGI,-240.0,-146523.0,610.5125
28,SHEL,70.0,27515.0,393.07142857142856
28,SHINE,4390.0,2315726.0,527.5002277904327
28,SHIVM,-63.0,-84683.7,1344.1857142857143
28,SHL,200.0,46000.0,230.0
28,SHPC,-6660.0,-2803318.1,420.91863363363365
28,SICL,1000.0,1741293.0,1741.293
28,SIFC,-100.0,-53880.0,538.8
28,SINDU,800.0,358450.0,448.0625
28,SJCL,-20.0,-7541.0,377.05
28,SKBBL,-1469.0,-2502500.0,1703.5398230088495
28,SLBBL,-100.0,-116900.0,1169.0
28,SLI,-220.0,-115286.0,524.0272727272727
28,SLICL,50.0,39547.7,790.954
28,SPDL,200.0,95000.0,475.0
28,SRBL,-1600.0,-461350.0,288.34375
28,SSHL,-800.0,-305925.2,382.4065
28,STC,-150.0,-1006190.0,6707.933333333333
28,UIC,-5400.0,-3799506.0,703.6122222222223
28,ULI,-380.0,-242572.0,638.3473684210526
28,UMHL,-5329.0,-2570110.0,482.28748358040906
28,UMRH,-6750.0,-3891560.5,576.5274814814815
28,UNHPL,600.0,227670.0,379.45
28,UPCL,4515.0,1855510.0,410.9656699889258
28,UPPER,-194.0,-113650.0,585.8247422680413
28,USLB,598.0,1336090.0,2234.264214046823
29,ACLBSL,-43.0,-61920.0,1440.0
29,ADBL,1167.0,592233.9,507.4840616966581
29,AHPC,-273.0,-133700.0,489.7435897435897
29,AIL,-60.0,-43035.0,717.25
29,AKJCL,25.0,10680.0,427.2
29,AKPL,1285.0,791950.0,616.3035019455253
29,ALBSL,34.0,49060.0,1442.9411764705883
29,ALICL,-2000.0,-2577490.0,1288.745
29,API,-1656.0,-844302.5,509.84450483091786
29,BARUN,100.0,47100.0,471.0
29,BBC,-10.0,-53100.0,5310.0
29,BFC,-620.0,-334840.0,540.0645161290323
29,BOKL,1250.0,411958.39999999997,329.56672
29,CBBL,3162.0,5452162.0,1724.2764073371284
29,CBL,-660.0,-161480.0,244.66666666666666
29,CCBL,-35.0,-8260.0,236.0
29,CFCL,50.0,29200.0,584.0
29,CGH,-40.0,-61940.0,1548.5
29,CHCL,-1000.0,-594000.0,594.0
29,CHDC,180.0,156439.0,869.1055555555556
29,CHL,-508.0,-251506.8,495.09212598425194
29,CIT,-110.0,-364320.0,3312.0
29,CLBSL,-65.0,-74815.0,1151.0
29,CZBIL,-898.0,-262595.0,292.42204899777283
29,DDBL,-200.0,-255051.0,1275.255
29,DHPL,492.0,159679.0,324.5508130081301
29,EBL,-3630.0,-2272990.0,626.1680440771349
29,EDBL,50.0,31750.0,635.0
